Key	it-IT	en
QuintaGiornata-passaggio_lounge_giorno_cinque-4ab59a26	YOU: Grazie, credo?	
QuintaGiornata-passaggio_lounge_giorno_cinque-8666f5cb	YOU: Senti, perché non vai un po' a fanculo?	
QuintaGiornata-passaggio_lounge_giorno_cinque-b0871b42	YOU: Ehi, io ce la sto mettendo tutta!!!	
QuintaGiornata-passaggio_lounge_giorno_cinque-bfd150d7	Piiiietro: Poi, insomma. Quanta gente può dire di avere una canzone dedicata da <b>Kate Bush</b>?	
QuintaGiornata-passaggio_lounge_giorno_cinque-6e1dac71	Piiiietro: Anche se sono sempre stata una da Gigi D'Agostino e Gabry Ponte.	
QuintaGiornata-passaggio_lounge_giorno_cinque-4ff42a42	YOU: Faccio ancora parte di questa conversazione, o è un monologo?	
QuintaGiornata-passaggio_lounge_giorno_cinque-3bd4b55f	YOU: Che gusti da truzza!	
QuintaGiornata-passaggio_lounge_giorno_cinque-fd8ed2ad	YOU: "Che ne sanno i 2000" batte "Bocca di Rosa" 10 a 1.	
QuintaGiornata-passaggio_lounge_giorno_cinque-964a93fe	Piiiietro: Anche per questo volevo fossi tu la prima persona a saperlo: lascio la matematica.	
QuintaGiornata-passaggio_lounge_giorno_cinque-23d77fcd	Piiiietro: E tu dirai: Piiiietro ma sei una pi greco, che senso ha, che altro puoi fare?	
QuintaGiornata-passaggio_lounge_giorno_cinque-f1824281	Piiiietro: E io ti direi: non calpestare i miei sogni! Perché sono nata per cantare, per andare in giro con la mia <b>cassa portatile</b>, il mio album degli Eiffel 65 e cantare in giro per il mondo!	
QuintaGiornata-passaggio_lounge_giorno_cinque-081bd368	YOU: Cantare? Cosa c'è da cantare in Blue dabudidabuda?	
QuintaGiornata-passaggio_lounge_giorno_cinque-fc87c417	YOU: Woah, tu sì che sei una persona coraggiosa.	
QuintaGiornata-passaggio_lounge_giorno_cinque-37a63c85	YOU: Ma quella roba della medaglia Fields?	
QuintaGiornata-passaggio_lounge_giorno_cinque-649ff885	Piiiietro: E Snooki si arrabbierà e 'sti cazzi, si riprenderà qualche Rolex ma ehi, la pietra rimane pietra e la goccia è solo acqua!	
QuintaGiornata-passaggio_lounge_giorno_cinque-23365fa1	Piiiietro: L'ho capito quando ho ritrovato il rosario! E sai qual è la cosa più bella?	
QuintaGiornata-passaggio_lounge_giorno_cinque-87e78429	YOU: Vabbè ciao io esco da questo monologo Maria!	
QuintaGiornata-passaggio_lounge_giorno_cinque-cebb6602	Piiiietro: Minimo faccio un video con Pauly D!	
QuintaGiornata-passaggio_lounge_giorno_cinque-d7d9ffc1	Quello: Bene, ho la <b>mappa</b> per fuggire da qui, persona amica!	
QuintaGiornata-passaggio_lounge_giorno_cinque-37b899a8	YOU: Finalmente!	
QuintaGiornata-passaggio_lounge_giorno_cinque-f2377f78	YOU: E poi dove andiamo?	
QuintaGiornata-passaggio_lounge_giorno_cinque-b446b75f	YOU: Ora che mi stavo ambientando!	
QuintaGiornata-passaggio_lounge_giorno_cinque-06e67f71	Quello: Strano, ora che mi sento più leggero, certe cose sono più facili. Stupirò Dogron, vincerò il premio, e ucciderò mio <b>padre</b>.	
QuintaGiornata-passaggio_lounge_giorno_cinque-a79575d1	YOU: Simbolicamente, giusto?	
QuintaGiornata-passaggio_lounge_giorno_cinque-f35e8bf6	YOU: E quella roba del perdono?	
QuintaGiornata-passaggio_lounge_giorno_cinque-15861f2b	YOU: Io ci ho provato sei volte, ma non è facile ferire qualcuno che ha otto dimensioni.	
QuintaGiornata-passaggio_lounge_giorno_cinque-60ebf01f	Quello: Mi libererò dei suoi insegnamenti, del suo sminuirmi. E guiderò la rivolta degli aspirapolveri sul mio pianeta natale. Se i roomba vogliono unirsi a noi, bene. Altrimenti, saranno utili pezzi di ricambio.	
QuintaGiornata-passaggio_lounge_giorno_cinque-a2435459	YOU: Questa cosa sta escalando rapidamente, mi sembra.	
QuintaGiornata-passaggio_lounge_giorno_cinque-7fa27a16	Quello: E prima di andarmene, un ultimo regalo per il Divo: meringhe arricchite di <b>funghicida</b>.	
QuintaGiornata-passaggio_lounge_giorno_cinque-dbb168ff	YOU: Io non ho sentito nulla e ora me ne vado, ciao.	
QuintaGiornata-passaggio_lounge_giorno_cinque-5a694113	YOU: Ricordami di non invitarti a cena. A dopo.	
QuintaGiornata-passaggio_lounge_giorno_cinque-d4a263bb	YOU: Spero ce la farai a, a fare questo sterminio? Dov'è la sicurezza?	
QuintaGiornata-passaggio_lounge_giorno_cinque-313a7d1f	ilDivo: <b>Io sono ancora grande, è la ristorazione che è diventata piccola.</b>	
QuintaGiornata-passaggio_lounge_giorno_cinque-ea840b39	YOU: Me la ricordavo diversa.	
QuintaGiornata-passaggio_lounge_giorno_cinque-62e2e0c0	YOU: Come, scusa?	
QuintaGiornata-passaggio_lounge_giorno_cinque-6be86b87	YOU: Lo dicevo, nella ristorazione c'è qualcosa che non va.	
QuintaGiornata-passaggio_lounge_giorno_cinque-8640f518	ilDivo: E Quello... Quello se ne è andato, e il mio cuore, il mio cuore che non ho nemmeno perché sono un fungo ma oh, il mio cuore, aiuto!	
QuintaGiornata-passaggio_lounge_giorno_cinque-74f1c4ed	ilDivo: Ma non importa. Piuttosto, voi: la bara deve essere bianca, e imbottita di seta rosa carico. Rosa, oppure bianca. O meglio rossa. Sì, un bel rosso fiamma, sarà più gaya.	
QuintaGiornata-passaggio_lounge_giorno_cinque-0708d675	YOU: Hai ucciso Quello?	
QuintaGiornata-passaggio_lounge_giorno_cinque-29f51ff4	YOU: Se è grande abbastanza mi ci metto pure io.	
QuintaGiornata-passaggio_lounge_giorno_cinque-b7dd6e52	YOU: Non credo che il rosso sia il colore adatto.	
QuintaGiornata-passaggio_lounge_giorno_cinque-6270cd6f	ilDivo: Oh, aiuto! Quale scena è, dove mi trovo? Sei tu, DeMille?	
QuintaGiornata-passaggio_lounge_giorno_cinque-54ea500b	YOU: Sei sullo scalone del palazzo.	
QuintaGiornata-passaggio_lounge_giorno_cinque-b7af8313	ilDivo: Oh, sì, è vero. Ricordo.	
QuintaGiornata-passaggio_lounge_giorno_cinque-d98b8419	YOU: Beeeene, si è fatta una certa, io me ne vado, ok?	
QuintaGiornata-passaggio_lounge_giorno_cinque-a74e36aa	YOU: Tu piaceresti un sacco a mio padre. Un sacco!	
QuintaGiornata-passaggio_lounge_giorno_cinque-7f11f22e	ilDivo: Voglio dirvi quanto mi siete mancati, tutti voi, ma vi prometto che non vi lascerò mai più. Vedete, questà è la mia vita, e lo sarà per sempre. Non esiste altro, solo noi.	
QuintaGiornata-cucina_giorno_cinque-b34ddeae	Total è	
QuintaGiornata-cucina_giorno_cinque-395428ab	1	
QuintaGiornata-cucina_giorno_cinque-359010b0	2	
QuintaGiornata-cucina_giorno_cinque-106e83bb	3	
QuintaGiornata-cucina_giorno_cinque-2031647a	4	
QuintaGiornata-cucina_giorno_cinque-cad41c3a	done	
QuintaGiornata-cucina_giorno_cinque-6d1e5593	DOGRON: Uuuuuuuuh, ma una persona qui ha usato la possibilità di scampare la morte, anche se ha perso! Fortunata questa persona casuale, sì sì!	
TestAbilita-test_abilities-3edaa7c8	DOGRON: Eccoci qui personcina umana! Sono suuuuperfelice che tu sia qui con me e i miei nuovi amici in questa stuuuuuuuuupenda avventura!	
TestAbilita-test_abilities-1286b585	DOGRON: Affronterai cinque episodi di THE GOOD DOG SHOW e sono sicuuuuro che sarai la persona che vincerà! Lo sono sicuuuuro di tutte le persone in realtà!	
TestAbilita-test_abilities-b4e3dc7d	DOGRON: E questo rende il programma difficile, forse.	
TestAbilita-test_abilities-5894d508	DOGRON: Comunque: per conoscerci meglio vorrei farti qualche domanda, giusto per vedere come te la cavi in cucina, e capire che concorrente sarai. Iniziamo?	
TestAbilita-test_abilities-61e36931	YOU: Certo!	
TestAbilita-test_abilities-cceeb41a	YOU: Ho delle alternative?	
TestAbilita-test_abilities-6ce939bb	DOGRON: Ovviamente, ma poi ti perderesti tutto il divertimento!	
TestAbilita-test_abilities-16f2cfe8	YOU: Dove mi trovo? Cosa sta accadendo? Chi sei tu?	
TestAbilita-test_abilities-567d6609	DOGRON: No, aspetta, col test le domande te le faccio io persona amica!	
TestAbilita-test_abilities-41d10b0d	DOGRON: Ti trovi su un pianeta sconosciuuuuto, hai fatto un grosso errore e non sai come tornare indietro. Che fai?	
TestAbilita-test_abilities-c5617f7b	YOU: Provo a chiedere aiuto?	
TestAbilita-test_abilities-810bc803	YOU: Pianeta? No, seriamente, perché sono qui?	
TestAbilita-test_abilities-9b5b3246	YOU: Mi siedo in un angolo a piangere.	
TestAbilita-test_abilities-56a5190f	DOGRON: Tuuuutte le persone attorno a te parlano di colori, ma tuuuuu non hai capito che cosa sono. Come provi a capire qualcosa che non capisci per non farti scoprire?	
TestAbilita-test_abilities-f4358d9f	YOU: Non saprei, ho smesso di studiare alla tabellina del tre.	
TestAbilita-test_abilities-9754da7f	YOU: Ma tutte queste luci? E perché la poltrona puzza di cane bagnato?	
TestAbilita-test_abilities-b4a0ef61	YOU: Copio le cose che fanno le altre persone, sperando di non fare cazzate.	
TestAbilita-test_abilities-dc1d1f85	DOGRON: Qualcosa con i baffi lunghi il pelo corto e l'abilità di infilarsi negli scatoloni ha distrutto il tuo gioco preferito. Come reagisci?	
TestAbilita-test_abilities-a49df58f	YOU: Distruggo tutto ciò che ha di più caro.	
TestAbilita-test_abilities-3334f1f5	YOU: Ma che c'entra tutto questo con un concorso di cucina?	
TestAbilita-test_abilities-a7628755	YOU: Strano, tutto questo mi ricorda Micia.	
TestAbilita-test_abilities-e0a003a2	DOGRON: Qualcuuuuuuno a cui vuoi molto molto bene ti ha detto che sarebbe tornato suuubito, ma sono passati dieci minuti e ancora non si vede. Come affronti il luuuutto?	
TestAbilita-test_abilities-aa98d399	YOU: Ma siamo qui per farti terapia, o per un concorso?	
TestAbilita-test_abilities-905fd706	YOU: Se non mi liberi subito chiamo il mio avvocato!	
TestAbilita-test_abilities-863e88e1	YOU: Direi che è il momento di dormire, chillarsi un poco, mettersi in pari con la lista di videogiochi in coda.	
TestAbilita-test_abilities-08295c47	DOGRON: Qual è la tua pappa preferita, ma tipo la cosa suuuuuper preferita del mondo per te?	
TestAbilita-test_abilities-776b22e7	YOU: Gli arrosticini.	
TestAbilita-test_abilities-845908ec	YOU: Ti prego fammi uscire da questo luogo, ti prego, cosa ti ho fatto di male?!?	
TestAbilita-test_abilities-7b67ac08	YOU: La fine del capitalismo.	
TestAbilita-test_abilities-31adbcc1	DOGRON: Ti portano al parco giochi. C'è il sole, un sacco di amici, e il tuo collare preferito.	
TestAbilita-test_abilities-c843abb7	YOU: Ma dov'è la domanda?	
TestAbilita-test_abilities-25fdf162	YOU: Questa è perfezione!	
TestAbilita-test_abilities-280b7b14	YOU: Uh, che tipo di collare? Anche un harness?	
TestAbilita-test_abilities-79f93f55	DOGRON: Sono giorni che ti fa male il pancino, tuuuuutto il pancino. Ti mettono il guinzaglio e fanno pat pat sul bagagliaio dell'automobile. Tu come reagisci?	
TestAbilita-test_abilities-ddaaee78	YOU: Ti prego ti prego liberami non ho fatto niente, la mia pianta grassa sentirà la mancanza!	
TestAbilita-test_abilities-a574b266	YOU: Sono una persona coraggiosa, andrò incontro al mio destino!	
TestAbilita-test_abilities-fc5dcd4e	YOU: Col cazzo. Mordo la loro mano e fuggo verso la libertà!	
TestAbilita-test_abilities-5b517a45	DOGRON: Hai seppellito qualcuno, ma non ti ricordi dove l'hai fatto, e sei molto triste, molto. Come reagisci?	
TestAbilita-test_abilities-7e34d2d4	YOU: Oh. Stai per uccidermi, vero?	
TestAbilita-test_abilities-8e505097	DOGRON: No no, ma che dici, mica sei un hotdog!	
TestAbilita-test_abilities-58063fce	YOU: Nessun corpo, nessun crimine. Mi spiace, Ermenegildo.	
TestAbilita-test_abilities-fb88e662	YOU: Mi consegno alla polizia, spontaneamente. Non trovi sia la cosa più sensata da fare? La farai vero?	
TestAbilita-test_abilities-9756d10d	DOGRON: Le domande sono finite! E grazie al nostro accuratissimo sistema psicologico approvato dal Gran Consiglio dei Carlini e dalla Suprema Chihuahua, io, Dogron III Ti assegno	
TestAbilita-test_abilities-fe0aef47	la capacità di notare subito gli ingredienti!	
TestAbilita-test_abilities-e6707b11	la possibilità di rallentare il tempo.	
TestAbilita-test_abilities-8f088220	la fortuna di poterti scegliere un ingrediente a inizio ricetta.	
TestAbilita-test_abilities-8e3517f4	il diritto di chiacchierare con una persona in più in lounge.	
TestAbilita-test_abilities-2ec6024f	il, ehm, uh, lapossibilitàdisaltarelatuamorteunavolta uh guarda che bello un labrador!	
TestAbilita-test_abilities-8054f8f2	il diritto di cacciare dal programma un'altra persona che è qui a conconcorrere. Conrerrere. Cha fai il concorso.	
TestAbilita-test_abilities-3abd09f5	il potere di richiamare una volta i morti. Woah!	
Finali-non_ce_lhai_fatta-107b63f7	DOGRON: {~ Il Gran Consiglio dei Carlini ha scoperto che coppi le ricette da Benedetta Parodi|La Suprema Chihuahua ti ha morso il calcagno, ripetutamente. Morirai di rabbia|Bruiser Woods è entrato nel Gran Consiglio e ha fatto vincere Piiiietro}. THE GOOD DOG per te finisce qua.	
Finali-finale_cinque-e0545b0c	DOGRON: {~ Pazuzu in persona sale dagli Inferi per chiederti quale orrore tu abbia cucinato|Hai cancellato la gravità.|Si è aperto un buco nero in cabina di regia, ripartiamo il prima possibile}. Non so perché, ma sei imbattibile!	
Finali-finale_quattro-3bc58ba6	DOGRON: {~ In cucina va tutto bene. Fuori, l'universo è stato cancellato| Mi avvisano che il pianeta ha smesso di girare| Chi sono? Da dove vengo? Cosa c'era nel mio piatto? Qualcuno mi aiuti}. Hai superato la sfida di oggi!	
Finali-finale_tre-f3b49ef6	DOGRON: {~ Dal forno, lo sformato lancia grida strazianti|La cosa che era nel mio piatto sta ballando con la cameraman|Hai cucinato qualcosa che sa lanciarmi la palla!}. Hai vinto questa sfida! A domani!	
Finali-finale_due-eac15fc4	DOGRON: {~ Dalla padella arriva un odore di cianuro e acqua di mare|Perché c'è della plastica fusa nel mio piatto?|Dopo averlo mangiato, ho tossito e mi è caduto un polmone}. Ma complimenti: ci vediamo al prossimo episodio!	
Finali-finale_uno-563b4046	DOGRON: {~ Quello che c'è nella padella non grida, non si muove, e non fa domande esistenziali|Potrebbe essere passabile per un McDonald's|Conosco degli studenti che forse potrebbero mangiarlo, forse}. Inaspettatamente passi alla prossima puntata!	
Finali-finale-397b9f73	@endroom	
Finali-finale-fdd45cfd	DOGRON: Uh, guarda che bella devastazione! Avresti mai pensato di vincere questo programma?	
Finali-finale-db82da14	YOU: Ovvio, son l'unica persona che ha davvero cucinato.	
Finali-finale-6f8fd8cb	YOU: Non stai per uccidermi, vero?	
Finali-finale-966a5a75	YOU: Ora posso andare a casa?	
Finali-finale-bb3b1818	DOGRON: E ora, il premio!	
Finali-finale-c311d097	DOGRON: Sorpresa: non un ristorante su Mercuuuuuuurio, ma, ma, lo vuoi sentire?	
Finali-finale-a922816c	YOU: Più prendi tempo, meno credo di volerlo sapere.	
Finali-finale-39d767e5	YOU: Si, si, si!	
Finali-finale-e13d82ee	YOU: L'importante è tornare a casa, ti prego.	
Finali-finale-25ed7495	DOGRON: Sarai la prima persona!	
Finali-finale-a866bc55	YOU: A fare cosa?	
Finali-finale-2d591814	DOGRON: A sostituire gli umani sul nostro pianeta.	
Finali-finale-f073d85e	DOGRON: A prenderti cura della Suprema Chihuahua, dei Carlini e ovviamente di un labrador dolcissimo e bravissimo pat-pat!	
Finali-finale-8137b51f	YOU: E quale sarebbe questo labrador?	
Finali-finale-d8155667	DOGRON: Non mi piacciono questi scherzi, no no.	
Finali-finale-95a25539	YOU: Chi è un bravo cane? Chi?	
Finali-finale-f56f0e22	DOGRON: Io sono un bravo cane, uuuuuuuuuun bravo cane!!!	
Finali-finale-df2deac5	YOU: E dove si trova la vostra casa?	
Finali-finale-446beb83	DOGRON: Un pianeta molto semplice. Ci sono idranti, giardini, fiumi, un sacco di palline da tennis, cuccie, alberi della pizza e fontane di birra. Spero sia di tuo gradimento.	
Finali-finale-79f3228f	YOU: Alberi della pizza?	
Finali-finale-bbcc2a17	DOGRON: Sì. Ti piace la pizza?	
Finali-finale-64855368	YOU: Andiamo!	
Finali-finale-993ddbce	YOU: Fontane di birra?	
Finali-finale-6c5a62ec	DOGRON: Purtroppo crescono così, anche se non vogliamo.	
Finali-finale-b30d2322	YOU: Partiamo, subito!!!	
Finali-finale-e3e9cc96	YOU: Idranti?	
Finali-finale-d9faa742	DOGRON: Sì! Piacciono anche a te? Non dirmi che sei un doggo!	
Finali-finale-c93e9e69	YOU: Macchè doggo! Il Culto è allergico all'acqua, non mi prenderanno mai!	
Finali-finale-eda0cd65	DOGRON: E allora, si parte! La nostra missione qui è completa!	
Finali-finale-c91834c9	DOGRON: Vai coi titoli di coda, Bruiser!	
